,country,year,co2,co2_per_capita,population,Deaths - Cause: All causes - Risk: Outdoor air pollution - OWID - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High systolic blood pressure - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet high in sodium - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in whole grains - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Alcohol use - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in fruits - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe water source - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Secondhand smoke - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low birth weight - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Child wasting - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe sex - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in nuts and seeds - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Household air pollution from solid fuels - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Diet low in vegetables - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low physical activity - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High fasting plasma glucose - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Air pollution - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: High body-mass index - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Unsafe sanitation - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: No access to handwashing facility - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Drug use - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Low bone mineral density - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Vitamin A deficiency - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Child stunting - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Discontinued breastfeeding - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Non-exclusive breastfeeding - Sex: Both - Age: All Ages (Number),Deaths - Cause: All causes - Risk: Iron deficiency - Sex: Both - Age: All Ages (Number)
24040,United States,2006,6051.668,20.324,297758977.0,88785.0,449055.0,39208.0,94606.0,98277.0,36014.0,480.0,34417.0,13369.0,4150.0,18120.0,11917.0,244.0,25583.0,47115.0,489860.0,327500.0,88050.0,311855.0,742.0,858.0,55030.0,20257.0,0.0,22.0,7.0,126.0,115.0
24041,United States,2007,6131.004,20.395,300608425.0,83921.0,437157.0,39128.0,92588.0,100895.0,35525.0,477.0,33250.0,13368.0,4142.0,17486.0,11605.0,230.0,25492.0,46387.0,484575.0,338307.0,83248.0,312758.0,781.0,854.0,56684.0,20868.0,0.0,22.0,7.0,121.0,118.0
24042,United States,2008,5914.078,19.487,303486022.0,79444.0,431300.0,39576.0,92108.0,104008.0,35604.0,467.0,32671.0,12829.0,4177.0,16769.0,11470.0,218.0,25793.0,46423.0,485557.0,353757.0,78860.0,317477.0,804.0,863.0,58572.0,21543.0,0.0,21.0,6.0,111.0,123.0
24043,United States,2009,5478.21,17.885,306307565.0,74765.0,423002.0,39674.0,90765.0,106886.0,35337.0,438.0,31906.0,11997.0,4177.0,16147.0,11199.0,205.0,25718.0,45827.0,481936.0,362532.0,74243.0,319825.0,789.0,856.0,60692.0,21954.0,0.0,19.0,6.0,101.0,121.0
24044,United States,2010,5675.786,18.368,309011469.0,71483.0,420422.0,39877.0,89918.0,109066.0,35139.0,410.0,31296.0,11242.0,4255.0,15020.0,11042.0,194.0,25687.0,45576.0,477588.0,366707.0,70979.0,322489.0,772.0,854.0,62637.0,22522.0,0.0,18.0,5.0,91.0,111.0
24045,United States,2011,5540.173,17.781,311584051.0,71105.0,426323.0,40702.0,90657.0,112915.0,35491.0,414.0,31382.0,11036.0,4415.0,14616.0,11063.0,186.0,25960.0,45475.0,480564.0,370883.0,70550.0,329075.0,776.0,872.0,66100.0,23365.0,0.0,17.0,5.0,86.0,119.0
24046,United States,2012,5338.698,17.0,314043885.0,68807.0,430713.0,41371.0,90841.0,116206.0,35713.0,410.0,31344.0,10907.0,4576.0,14378.0,11005.0,178.0,26100.0,44617.0,481186.0,373544.0,68292.0,334656.0,762.0,879.0,69306.0,23990.0,0.0,16.0,5.0,82.0,124.0
24047,United States,2013,5474.257,17.302,316400539.0,66640.0,437970.0,42258.0,91470.0,119808.0,36063.0,405.0,31512.0,10835.0,4814.0,14322.0,10969.0,171.0,26326.0,43632.0,483704.0,377775.0,66170.0,341827.0,745.0,894.0,73424.0,24792.0,0.0,16.0,5.0,80.0,134.0
24048,United States,2014,5522.807,17.331,318673422.0,63922.0,445918.0,43159.0,92198.0,123572.0,36476.0,399.0,31749.0,10743.0,5130.0,14272.0,10907.0,164.0,26558.0,42662.0,486227.0,382830.0,63519.0,349779.0,726.0,902.0,78721.0,25463.0,0.0,16.0,5.0,79.0,137.0
24049,United States,2015,5371.771,16.741,320878312.0,62621.0,456936.0,44306.0,93765.0,128082.0,37082.0,393.0,32203.0,10698.0,5515.0,14169.0,10917.0,159.0,26943.0,42158.0,490978.0,391105.0,62231.0,359659.0,708.0,918.0,85529.0,26221.0,0.0,16.0,5.0,80.0,138.0
24050,United States,2016,5248.024,16.247,323015992.0,60202.0,465558.0,45408.0,95347.0,132508.0,37688.0,384.0,32826.0,10517.0,5798.0,14552.0,10703.0,152.0,27161.0,41238.0,497281.0,399515.0,59832.0,369396.0,682.0,922.0,93918.0,26716.0,0.0,16.0,5.0,80.0,144.0
24051,United States,2017,5207.751,16.02,325084758.0,58113.0,467248.0,45805.0,96267.0,133096.0,38014.0,374.0,33223.0,10174.0,5657.0,14441.0,10492.0,146.0,27068.0,39871.0,500569.0,405299.0,57765.0,373207.0,665.0,929.0,98621.0,26397.0,0.0,15.0,5.0,78.0,126.0
24052,United States,2018,5375.491,16.434,327096263.0,59375.0,481551.0,47379.0,99502.0,135290.0,39210.0,378.0,34470.0,9804.0,5760.0,14366.0,10756.0,148.0,27636.0,38704.0,515910.0,422365.0,59030.0,384191.0,675.0,958.0,101471.0,27006.0,0.0,15.0,5.0,76.0,120.0
24053,United States,2019,5255.816,15.972,329064917.0,60572.0,495201.0,48501.0,102247.0,136663.0,40172.0,382.0,35583.0,9606.0,5898.0,14354.0,11029.0,150.0,27977.0,37147.0,527736.0,439379.0,60229.0,393859.0,682.0,987.0,104736.0,27681.0,0.0,14.0,5.0,75.0,114.0
24054,United States,2020,4712.771,14.238,331002647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
